time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y
0.6500000000000004,0.01,1.0920989838506507,-0.010000383773019261,1.5200775895956766,0.8267781800585232,0.25159159453509483,0.0805029633784025
0.6600000000000004,0.01,1.0866109099707384,-0.010038794797838313,1.5200772058226575,0.8376991698970297,0.25731268141439884,0.08647166347319231
0.6700000000000004,0.01,1.0811504150514852,-0.010038602911328742,1.5200384110248193,0.8485652789967372,0.2629610846153583,0.09265790071435985
0.6800000000000004,0.01,1.0757173605016315,-0.010019205512409646,1.5199998081134904,0.8593767831472521,0.2685293276881614,0.0990611008794383
0.6900000000000004,0.01,1.070311608426374,-0.009999904056745224,1.5199806026010807,0.8701339567522683,0.27400983844269583,0.10568053041759977
0.7000000000000004,0.01,1.0649330216238657,-0.00999030130054035,1.5199806985443354,0.8808370728365321,0.2793949481338249,0.11251528746403847
0.7100000000000004,0.01,1.059581463581734,-0.009990349272167687,1.519990397243795,0.8914864030527708,0.28467689288737097,0.1195642912595269
0.7200000000000004,0.01,1.0542567984736146,-0.009995198621897461,1.5200000479716274,0.9020822176885882,0.28984781770456053,0.12682627013706227
0.7300000000000004,0.01,1.048958891155706,-0.010000023985813677,1.52000484934973,0.9126247856733244,0.2948997822603377,0.13429974903742503
0.7400000000000004,0.01,1.0436876071633379,-0.010002424674865007,1.5200048253639162,0.9231143745848814,0.2998247675162636,0.14198303740709078
0.7500000000000004,0.01,1.0384428127075593,-0.010002412681958117,1.5200024006890513,0.9335512506565148,0.30461468255560886,0.14987421784935526
